1	1.61290322580645
2	3.22256769011530
3	19.9248607332556
4	48.4259619121648
5	72.4964373623526
6	86.7599429977977
7	92.1751522217904
8	96.6154942350045
9	99.0542816426998
10	99.7538541261822
11	99.9578961005312
12	99.9773286695168
13	100
14	100
15	100
16	100
17	100
18	100
19	100
20	100
21	100
22	100
23	100
24	100
25	100
26	100
27	100
28	100
29	100
30	100
31	100
32	100
33	100
34	100
35	100
36	100
37	100
38	100
39	100
40	100
41	100
42	100
43	100
44	100
45	100
46	100
47	100
48	100
49	100
50	100
